Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company
MOV113525,The Wild Kingdom 254,"Crime, Thriller",2020.0,Sanjay Leela Bhansali,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","stolen evidence, cat and mouse, gang rivalry, conspiracy",English,195.0,Warner Bros. Pictures
MOV115057,The Autumn Archive 438,Comedy,2001.0,Denis Villeneuve,"Tom Hanks, Emily Blunt, John Boyega","misunderstanding, friendship",Telugu,164.0,Warner Bros. Pictures
MOV100995,A River in Hidden,Drama,2024.0,S. S. Rajamouli,"Aamir Khan, Richa Chadda, Vijay Raaz","redemption, identity",Tamil,159.0,Paramount Pictures
MOV115923,The Silent Echo 402,"Romance, Comedy",2012.0,Bong Joon Ho,"Aamir Khan, Richa Chadda, Vijay Raaz, Tom Hanks","wedding, workplace, road trip, first love",English,144.0,Amazon MGM Studios
MOV113710,The Velvet Road 851,Unknown,2014.0,Greta Gerwig,"Rajinikanth, Fahadh Faasil, Ritika Singh, Ranbir Kapoor","redemption, family secrets",Hindi,105.0,Phantom Films
MOV102904,Shadow of Distant,Romance,2004.0,Steven Spielberg,"Vijay, Trisha Krishnan, Arjun Sarja","unexpected meeting, heartbreak",English,104.0,20th Century Studios
MOV119417,The Restless Letter 618,Thriller,2016.0,Steven Spielberg,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","false identity, conspiracy",English,100.0,Warner Bros. Pictures
MOV112030,The Last Harbor 621,Drama,1973.0,Christopher Nolan,"Rajinikanth, Fahadh Faasil, Ritika Singh","family secrets, grief",English,130.0,Yash Raj Films
MOV107456,The Northern Road 757,"Thriller, Drama",2017.0,Mira Nair,"Tom Hanks, Emily Blunt, John Boyega","surveillance, class divide, false identity, family secrets",Spanish,148.0,Dharma Productions
MOV117759,The Endless Road 467,Crime,2010.0,Vetrimaaran,"Song Kang-ho, Bae Doona, Park So-dam","corruption, stolen evidence",English,100.0,Warner Bros. Pictures
MOV101822,Endless at Story,"Drama, Adventure",2023.0,Greta Gerwig,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","identity, class divide, expedition, survival",Hindi,145.0,Amazon MGM Studios
MOV101353,The Hidden Clock,Action,2011.0,ChloÃ© Zhao,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","warzone, espionage",English,103.0,Netflix
MOV117854,The Forgotten Signal 164,"Drama, Action",2013.0,Jordan Peele,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","undercover, redemption, warzone, family secrets",Korean,118.0,Toho
MOV106856,The Forgotten Forest 621,Mystery,2004.0,Rajkumar Hirani,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","vanished witness, cryptic letter",Tamil,94.0,DreamWorks Animation
MOV112913,The Velvet Voyage 288,Drama,2025.0,Rian Johnson,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","grief, family secrets",Hindi,115.0,CJ ENM
MOV102484,Lost Beyond the Voyage,"Drama, Mystery",2012.0,Damien Chazelle,"Chris Evans, Ana de Armas, Oscar Isaac","vanished witness, cryptic letter, betrayal, redemption",English,157.0,Universal Pictures
MOV116721,The Last Lantern 17,Action,2001.0,Nagraj Manjule,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna, Rajkummar Rao","mercenary, assassination",Tamil,127.0,Paramount Pictures
MOV110054,The Parallel Forest 500,Fantasy,2012.0,Anurag Kashyap,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","shape-shifter, mythical kingdom",Spanish,109.0,Netflix
MOV114951,The Hidden Voyage 669,Fantasy,2022.0,Alfonso CuarÃ³n,"Dev Patel, Freida Pinto, Roshan Seth","sorcery, ancient prophecy",Telugu,193.0,Warner Bros. Pictures
MOV114687,The Burning Horizon 531,"Drama, Sci-Fi, Comedy",1984.0,Denis Villeneuve,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","time travel, awkward romance, family secrets, misunderstanding",Malayalam,145.0,Red Chillies Entertainment
MOV112845,The Golden Clock 597,Thriller,2006.0,S. S. Rajamouli,"Vidya Balan, Shefali Shah, Rajesh Tailang","cat and mouse, surveillance",Tamil,135.0,Unknown
MOV110055,The Crimson Voyage 145,Horror,1989.0,Bong Joon Ho,"Dev Patel, Freida Pinto, Roshan Seth","urban legend, possession",English,104.0,Dharma Productions
MOV104741,The Golden Clock,"Horror, Thriller",1995.0,ChloÃ© Zhao,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","urban legend, false identity, curse, blackmail",English,96.0,A24
MOV111022,The Lost Frontier 36,Comedy,2003.0,Bong Joon Ho,"Aamir Khan, Richa Chadda, Vijay Raaz","friendship, awkward romance",English,129.0,Universal Pictures
MOV117731,The Secret Horizon 311,"Crime, Adventure, Drama",1996.0,James Wan,"Dhanush, Sai Pallavi, Prakash Raj","expedition, ambition, detective, treasure hunt, coming of age",Hindi,111.0,Lionsgate
MOV105269,Paper at Valley,"Action, Thriller",2022.0,S. S. Rajamouli,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","conspiracy, rescue, missing person, heist",Tamil,117.0,Suresh Productions
MOV111492,The Forgotten Horizon 120,Action,1970.0,Vetrimaaran,"Rajinikanth, Fahadh Faasil, Ritika Singh","chase, mercenary",Hindi,179.0,20th Century Studios
MOV101275,A Archive in Endless,"Thriller, Action",1987.0,Lijo Jose Pellissery,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen, Vidya Balan","mercenary, blackmail, undercover, cat and mouse",Mandarin,120.0,Paramount Pictures
MOV102930,The Paper Bridge,Drama,2001.0,Steven Spielberg,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","grief, class divide",Hindi,114.0,Phantom Films
MOV106924,The Blue Forest 405,"Horror, Drama",2007.0,Lijo Jose Pellissery,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","nightmare, family secrets, curse, identity",English,127.0,Universal Pictures
MOV117510,The Last Voyage 864,Action,2021.0,Christopher Nolan,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","mercenary, chase",Hindi,111.0,Red Chillies Entertainment
MOV113130,The Fading Lantern 904,"Action, Crime, Comedy",2017.0,Steven Spielberg,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","money laundering, gang rivalry, chase",Telugu,127.0,Geetha Arts
MOV119263,The Blue Road 889,Comedy,2010.0,Unknown,"Adam Driver, Scarlett Johansson, Oscar Isaac","misunderstanding, wedding",Hindi,107.0,Amazon MGM Studios
MOV103709,The Northern Witness,"Action, Mystery",2002.0,Christopher Nolan,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","forensic clue, warzone, secret room",English,110.0,Sony Pictures
MOV104623,A Road in Silver,Drama,2011.0,Steven Spielberg,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","coming of age, identity",Malayalam,139.0,Paramount Pictures
MOV104782,A Lantern in Velvet,"Thriller, Drama",1996.0,ChloÃ© Zhao,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima, Rajkummar Rao","cat and mouse, false identity, family secrets, betrayal",Hindi,146.0,DreamWorks Animation
MOV102496,Wild Kingdom,Horror,1993.0,Sanjay Leela Bhansali,"Sanya Malhotra, Vikrant Massey, Vijay Raaz, Triptii Dimri","curse, possession",English,187.0,Amazon MGM Studios
MOV118143,The Last Story 54,Drama,2011.0,James Wan,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","family secrets, betrayal",English,116.0,Red Chillies Entertainment
MOV108598,The Borrowed Harbor 735,Romance,2014.0,Zoya Akhtar,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","wedding, second chance",French,132.0,Warner Bros. Pictures
MOV102482,Between Velvet and Moon,"Mystery, Romance",1997.0,Damien Chazelle,"Nana Patekar, Tabu, Konkona Sen Sharma","cryptic letter, secret room, long distance",Hindi,139.0,Paramount Pictures
MOV100985,Autumn Beyond the Lantern,Action,2015.0,Meghna Gulzar,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","mercenary, undercover",Korean,110.0,Yash Raj Films
MOV117197,The Paper Echo 604,"Adventure, Crime",1993.0,Rajkumar Hirani,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee, Song Kang-ho","detective, lost city, expedition, stolen evidence",Hindi,198.0,Netflix
MOV119019,The Restless Valley 249,"Comedy, Drama, Action",2019.0,Greta Gerwig,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","friendship, coming of age, wedding, espionage",Hindi,114.0,Red Chillies Entertainment
MOV102430,A Machine in Lost,"Drama, Thriller",2000.0,Anurag Kashyap,"Tom Hanks, Emily Blunt, John Boyega","redemption, cat and mouse, conspiracy, family secrets",English,150.0,Netflix
MOV112805,The Paper Voyage 385,Crime,2002.0,Lijo Jose Pellissery,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","corruption, gang rivalry",Hindi,133.0,Sony Pictures
MOV103487,The Golden Witness,"Adventure, Sci-Fi",2025.0,Bong Joon Ho,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","artificial intelligence, parallel universe, treasure hunt, survival",English,136.0,Warner Bros. Pictures
MOV106953,The Velvet Harbor 885,Comedy,2006.0,Unknown,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","misunderstanding, friendship",English,129.0,Amazon MGM Studios
MOV117540,The Broken City 966,"Crime, Drama",1985.0,Alfonso CuarÃ³n,"Chris Evans, Ana de Armas, Oscar Isaac","detective, class divide, ambition, gang rivalry",Japanese,98.0,Amazon MGM Studios
MOV104766,A Sky in Secret,"Thriller, Horror",2008.0,Ayan Mukerji,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","cat and mouse, haunted house, blackmail, nightmare",Hindi,93.0,A24
MOV113305,The Parallel Clock 797,Sci-Fi,2018.0,Unknown,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","parallel universe, space mission",English,109.0,Universal Pictures
MOV115429,The Last Valley 666,"Thriller, Sci-Fi, Crime",2021.0,S. S. Rajamouli,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","missing person, space mission, climate collapse, money laundering",Hindi,129.0,Warner Bros. Pictures
MOV106470,Paper Voyage,Crime,1995.0,Kabir Khan,"Tom Hanks, Emily Blunt, John Boyega","corruption, gang rivalry",English,114.0,20th Century Studios
MOV114341,The Electric Lantern 633,Thriller,1998.0,Christopher Nolan,"Nana Patekar, Tabu, Konkona Sen Sharma, Aamir Khan","conspiracy, cat and mouse",English,120.0,PathÃ©
MOV106910,The Sacred House 456,"Crime, Comedy, Fantasy",1992.0,Steven Spielberg,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","ancient prophecy, detective, enchanted forest",English,136.0,A24
MOV118577,The Blue Letter 561,Adventure,1997.0,ChloÃ© Zhao,"Aamir Khan, Richa Chadda, Vijay Raaz","survival, ancient map",English,112.0,Lyca Productions
MOV116427,The Neon Station 965,Drama,1996.0,Anurag Kashyap,"Suriya, Jyotika, Karthi, Tony Leung","class divide, family secrets",Telugu,107.0,Netflix
MOV104894,Between Crimson and Clock,Action,1994.0,Ayan Mukerji,"Rajinikanth, Fahadh Faasil, Ritika Singh","chase, assassination",Tamil,113.0,Phantom Films
MOV114383,The Silver Moon 790,"Romance, Crime",2006.0,Kabir Khan,"Dhanush, Sai Pallavi, Prakash Raj","money laundering, stolen evidence, unexpected meeting, heartbreak",Korean,133.0,Lionsgate
MOV103584,Blue Beyond the Room,Thriller,1991.0,Bong Joon Ho,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","missing person, false identity",Telugu,105.0,Universal Pictures
MOV115798,The Burning Road 507,Action,1976.0,Sanjay Leela Bhansali,"Rajinikanth, Fahadh Faasil, Ritika Singh","heist, undercover",Italian,106.0,Netflix
MOV103093,Between Velvet and Horizon,"Drama, Sci-Fi, Comedy",2005.0,Bong Joon Ho,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","space mission, wedding, family, betrayal, android",Bengali,112.0,Warner Bros. Pictures
MOV113388,The Endless River 428,Crime,2022.0,Greta Gerwig,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","detective, corruption",Tamil,153.0,Universal Pictures
MOV107398,The Glass Bridge 585,Crime,1994.0,Bong Joon Ho,"Vidya Balan, Shefali Shah, Rajesh Tailang, Daniel Kaluuya","money laundering, organized crime",Spanish,112.0,Sony Pictures
MOV111250,The Winter Voyage 380,"Drama, Crime, Action",1988.0,Taika Waititi,Unknown,"corruption, betrayal, heist",English,111.0,Lionsgate
MOV108270,The Winter Machine 50,Thriller,2013.0,Farhan Akhtar,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","surveillance, blackmail",German,143.0,Dharma Productions
MOV100076,Velvet Bridge,"Action, Comedy",1983.0,Alfonso CuarÃ³n,"Dev Patel, Freida Pinto, Roshan Seth","heist, workplace, assassination",Hindi,113.0,Warner Bros. Pictures
MOV100868,Midnight at Forest,"Sci-Fi, Adventure",2015.0,Shoojit Sircar,"Dhanush, Sai Pallavi, Prakash Raj","ancient map, parallel universe, climate collapse, survival",Hindi,138.0,Lyca Productions
MOV112525,The Silent Season 966,Mystery,1992.0,S. S. Rajamouli,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","forensic clue, vanished witness",English,121.0,A24
MOV117199,The Hidden Sky 861,"Thriller, Mystery",2014.0,Shoojit Sircar,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","conspiracy, vanished witness, secret room, surveillance",English,118.0,Sun Pictures
MOV110134,The Crimson Road 612,"Thriller, Action",1975.0,Greta Gerwig,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima, Saoirse Ronan","rescue, conspiracy, heist",English,92.0,Sun Pictures
MOV111561,The Autumn Forest 717,Drama,1996.0,Taika Waititi,"Vidya Balan, Shefali Shah, Rajesh Tailang","coming of age, ambition",Spanish,115.0,Unknown
MOV108859,The Winter Moon 273,"Crime, Drama",1992.0,Denis Villeneuve,Unknown,"money laundering, detective, family secrets, grief",Malayalam,95.0,Universal Pictures
MOV112062,The Forgotten Letter 413,Action,2000.0,Steven Spielberg,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","undercover, mercenary",Hindi,112.0,Excel Entertainment
MOV115961,The Forgotten Promise 458,Drama,1986.0,Aparna Sen,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","family secrets, identity",English,110.0,20th Century Studios
MOV104449,Midnight Beyond the Clock,Comedy,1986.0,Anurag Kashyap,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","misunderstanding, friendship",English,147.0,Warner Bros. Pictures
MOV104586,Season of Parallel,"Action, Comedy",2019.0,S. S. Rajamouli,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","warzone, family, misunderstanding, espionage",English,100.0,Universal Pictures
MOV101232,Paper Witness,"Thriller, Action",1992.0,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","rescue, espionage, missing person, cat and mouse",English,136.0,Universal Pictures
MOV113331,The Blue Road 113,"Comedy, Drama, Romance",1992.0,Denis Villeneuve,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","long distance, first love, wedding, class divide, workplace",Korean,112.0,Warner Bros. Pictures
MOV100729,Lost City,"Drama, Comedy, Horror",2021.0,Christopher Nolan,"Saoirse Ronan, Andrew Scott, Jessie Buckley, Rajinikanth","haunted house, road trip, family",English,179.0,20th Century Studios
MOV109109,The Hidden Voyage 394,"Comedy, Crime",2001.0,Christopher Nolan,"Suriya, Jyotika, Karthi","misunderstanding, family, detective",English,198.0,Netflix
MOV109050,The Lost Archive 989,Adventure,2015.0,Steven Spielberg,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","lost city, survival",Japanese,184.0,Sony Pictures
MOV118939,The Northern Season 8,"Thriller, Horror, Romance",2009.0,Nagraj Manjule,Unknown,"possession, isolated village, wedding, conspiracy, missing person, second chance",Hindi,126.0,Warner Bros. Pictures
MOV108765,The Falling Frontier 192,Adventure,1995.0,Anurag Kashyap,"Rajinikanth, Fahadh Faasil, Ritika Singh",Unknown,Korean,128.0,A24
MOV106812,The Parallel Valley 298,"Crime, Drama",2019.0,Jordan Peele,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","organized crime, identity, ambition, money laundering",English,116.0,Universal Pictures
MOV100178,City of Lost,"Comedy, Drama",2025.0,Lijo Jose Pellissery,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","misunderstanding, family secrets, friendship, ambition",Hindi,113.0,Sony Pictures
MOV110211,The Parallel Sky 277,"Drama, Romance",2019.0,S. S. Rajamouli,Unknown,"class divide, long distance, first love, ambition",Bengali,157.0,Yash Raj Films
MOV106469,The Velvet City 844,"Thriller, Action",1999.0,Ayan Mukerji,"Tony Leung, Tang Wei, Andy Lau, Zendaya","heist, missing person, surveillance, assassination",Hindi,135.0,Red Chillies Entertainment
MOV104973,The Broken Bridge,Drama,1995.0,Zoya Akhtar,"Tom Hanks, Emily Blunt, John Boyega","family secrets, betrayal",Hindi,92.0,Lionsgate
MOV107167,The Velvet Voyage 709,"Comedy, Crime, Action",2015.0,Meghna Gulzar,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","rescue, detective, friendship, gang rivalry, espionage",English,107.0,Universal Pictures
MOV106752,The Silent Bridge 755,"Sci-Fi, Action",2011.0,Bong Joon Ho,"Suriya, Jyotika, Karthi","artificial intelligence, time travel, assassination, mercenary",Tamil,192.0,Lyca Productions
MOV110021,The Northern Machine 247,Thriller,2003.0,Lokesh Kanagaraj,"Nana Patekar, Tabu, Konkona Sen Sharma","conspiracy, blackmail",English,137.0,Paramount Pictures
MOV112498,The Neon Moon 900,"Comedy, Horror",2005.0,Jordan Peele,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","awkward romance, isolated village, misunderstanding, haunted house",English,109.0,Mythri Movie Makers
MOV112890,The Lost Sky 806,"Thriller, Horror",2022.0,Steven Spielberg,"Dhanush, Sai Pallavi, Prakash Raj","urban legend, curse, conspiracy, false identity",Hindi,126.0,Mythri Movie Makers
MOV107802,The Silent Clock 548,"Sci-Fi, Adventure",2013.0,Hayao Miyazaki,"Adam Driver, Scarlett Johansson, Oscar Isaac","wilderness, survival, space mission, time travel",English,119.0,Sony Pictures
MOV111411,The Crimson Forest 672,Thriller,2022.0,Christopher Nolan,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","missing person, cat and mouse",Spanish,108.0,Netflix
MOV117331,The Lost Valley 177,"Action, Thriller",2012.0,Karthik Subbaraj,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","surveillance, chase, undercover",Tamil,129.0,Excel Entertainment
MOV113094,The Borrowed Station 39,"Romance, Sci-Fi",2006.0,S. S. Rajamouli,"Triptii Dimri, Rajkummar Rao, Vijay Varma, Dhanush","space mission, unexpected meeting, parallel universe, heartbreak",English,100.0,20th Century Studios
MOV110111,The Midnight Signal 922,"Comedy, Thriller",2023.0,James Wan,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","wedding, missing person, cat and mouse, awkward romance",English,145.0,DreamWorks Animation
MOV111225,The Parallel Echo 339,"Crime, Thriller, Comedy",2001.0,Kabir Khan,"Vidya Balan, Shefali Shah, Rajesh Tailang","friendship, organized crime, surveillance",Korean,128.0,Warner Bros. Pictures
MOV111246,The Silent Season 431,"Romance, Action, Drama",2018.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","first love, grief, mercenary, heartbreak, betrayal",English,107.0,Warner Bros. Pictures
MOV112207,The Velvet Garden 977,Drama,2003.0,Christopher Nolan,"Dhanush, Sai Pallavi, Prakash Raj","class divide, redemption",Hindi,111.0,Sony Pictures
MOV104986,A Promise in Midnight,Thriller,2024.0,Rian Johnson,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","surveillance, conspiracy",Marathi,96.0,Dharma Productions
MOV113364,The Paper Story 249,Thriller,2007.0,Alfonso CuarÃ³n,"Song Kang-ho, Bae Doona, Park So-dam","conspiracy, cat and mouse",German,117.0,Warner Bros. Pictures
MOV116022,The Northern Mirror 638,Thriller,1997.0,Taika Waititi,"Vijay, Trisha Krishnan, Arjun Sarja","false identity, cat and mouse",English,118.0,Phantom Films
